"","varname","label"
"1306","n_g18","Subj:Would you consider the current level of expenditures of your family for foo"
"1307","i_g18","Subj:Would you consider the current level of expenditures of your family for foo"
"1308","n_g19","Subj:Would you consider the current level of expenditures of your family for foo"
"1309","i_g19","Subj:Concern about being able to provide yourself and your family with food/basi"
"1310","n_g20","Subj:Concern about being able to provide yourself and your family with food/basi"
"1311","i_g20","Subj: How satisfied are you with your current financial situation?"
"1312","n_g21","Subj: How satisfied are you with your current financial situation?"
"1313","i_g21","Subj:Would you consider the current level of food consumption of your family as:"
"1314","n_g22","Subj:Would you consider the current level of food consumption of your family as:"
"1315","i_g22","Subj:Would you consider the current level of food consumption of your family as:"
"1316","n_g23","Subj:Would you consider the current level of expenditures of your family for foo"
"1317","i_g23","Subj:Would you consider the current level of expenditures of your family for foo"
"1318","n_g24","Subj:Would you consider the current level of expenditures of your family for foo"
"1319","i_g24","Subj:Concern about being able to provide yourself and your family with food/basi"
"1320","n_g25","Subj:Concern about being able to provide yourself and your family with food/basi"
"1321","i_g25","Subj: How satisfied are you with your current financial situation?"
"1322","n_g26","Subj: How satisfied are you with your current financial situation?"
"1323","i_g26","Subj:Would you consider the current level of food consumption of your family as:"
"1324","n_g27","Subj:Would you consider the current level of food consumption of your family as:"
"1325","i_g27","Subj:Would you consider the current level of food consumption of your family as:"
"1326","n_g28","Subj:Would you consider the current level of expenditures of your family for foo"
"1327","i_g28","Subj:Would you consider the current level of expenditures of your family for foo"
"1328","n_g29","Subj:Would you consider the current level of expenditures of your family for foo"
"1329","i_g29","Subj:Concern about being able to provide yourself and your family with food/basi"
"1330","n_g30","Subj:Concern about being able to provide yourself and your family with food/basi"
"1331","i_g30","Subj: How satisfied are you with your current financial situation?"
"1332","n_g31","Subj: How satisfied are you with your current financial situation?"
"1333","i_g31","Subj:Would you consider the current level of food consumption of your family as:"
"1334","n_g32","Subj:Would you consider the current level of food consumption of your family as:"
"1335","i_g32","Subj:Would you consider the current level of food consumption of your family as:"
"1336","n_g33","Subj:Would you consider the current level of expenditures of your family for foo"
"1337","i_g33","Subj:Would you consider the current level of expenditures of your family for foo"
"1338","n_g34","Subj:Would you consider the current level of expenditures of your family for foo"
"1339","i_g34","Subj:Concern about being able to provide yourself and your family with food/basi"
"1340","n_g35","Subj:Concern about being able to provide yourself and your family with food/basi"
"1341","i_g35","Subj: How satisfied are you with your current financial situation?"
"1342","n_g36","Subj: How satisfied are you with your current financial situation?"
"1343","i_g36","Subj:Would you consider the current level of food consumption of your family as:"
"1344","n_g37","Subj:Would you consider the current level of food consumption of your family as:"
"1345","i_g37","Subj:Would you consider the current level of food consumption of your family as:"
"1346","n_g38","Subj:Would you consider the current level of expenditures of your family for foo"
"1347","i_g38","Subj:Would you consider the current level of expenditures of your family for foo"
"1348","n_g39","Subj:Would you consider the current level of expenditures of your family for foo"
"1349","i_g39","Subj:Concern about being able to provide yourself and your family with food/basi"
"1350","n_g40","Subj:Concern about being able to provide yourself and your family with food/basi"
"1351","i_g40","Subj: How satisfied are you with your current financial situation?"
"1352","n_g41","Subj: How satisfied are you with your current financial situation?"
"1353","i_g41","Subj:Would you consider the current level of food consumption of your family as:"
"1354","n_g42","Subj:Would you consider the current level of food consumption of your family as:"
"1355","i_g42","Subj:Would you consider the current level of food consumption of your family as:"
"1356","n_g43","Subj:Would you consider the current level of expenditures of your family for foo"
"1357","i_g43","Subj:Would you consider the current level of expenditures of your family for foo"
"1358","n_g44","Subj:Would you consider the current level of expenditures of your family for foo"
"1359","i_g44","Subj:Concern about being able to provide yourself and your family with food/basi"
"1360","n_g45","Subj:Concern about being able to provide yourself and your family with food/basi"
"1361","i_g45","Subj: How satisfied are you with your current financial situation?"
"1362","n_j1","Subj: How satisfied are you with your current financial situation?"
"1363","i_j1","Subj:Would you consider the current level of food consumption of your family as:"
"1364","n_j2","Subj:Would you consider the current level of food consumption of your family as:"
"1365","i_j2","Subj:Would you consider the current level of food consumption of your family as:"
"1366","n_j3","Subj:Would you consider the current level of expenditures of your family for foo"
"1367","i_j3","Subj:Would you consider the current level of expenditures of your family for foo"
"1368","n_j4","Subj:Would you consider the current level of expenditures of your family for foo"
"1369","i_j4","Subj:Concern about being able to provide yourself and your family with food/basi"
"1370","n_j5","Subj:Concern about being able to provide yourself and your family with food/basi"
"1371","i_j5","Subj: How satisfied are you with your current financial situation?"
"1372","n_j6","Subj: How satisfied are you with your current financial situation?"
"1373","i_j6","Subj:Would you consider the current level of food consumption of your family as:"
"1374","n_j7","Subj:Would you consider the current level of food consumption of your family as:"
"1375","i_j7","Subj:Would you consider the current level of food consumption of your family as:"
"1376","n_j8","Subj:Would you consider the current level of expenditures of your family for foo"
"1377","i_j8","Subj:Would you consider the current level of expenditures of your family for foo"
"1378","n_j9","Subj:Would you consider the current level of expenditures of your family for foo"
"1379","i_j9","Subj:Concern about being able to provide yourself and your family with food/basi"
"1380","n_j10","Subj:Concern about being able to provide yourself and your family with food/basi"
"1381","i_j10","Subj: How satisfied are you with your current financial situation?"
"1382","n_j11","Subj: How satisfied are you with your current financial situation?"
"1383","i_j11","Subj:Would you consider the current level of food consumption of your family as:"
"1384","n_j12","Subj:Would you consider the current level of food consumption of your family as:"
"1385","i_j12","Subj:Would you consider the current level of food consumption of your family as:"
"1386","n_j13","Subj:Would you consider the current level of expenditures of your family for foo"
"1387","i_j13","Subj:Would you consider the current level of expenditures of your family for foo"
"1388","n_j14","Subj:Would you consider the current level of expenditures of your family for foo"
"1389","i_j14","Subj:Concern about being able to provide yourself and your family with food/basi"
"1390","n_j15","Subj:Concern about being able to provide yourself and your family with food/basi"
"1391","i_j15","Subj: How satisfied are you with your current financial situation?"
"1392","n_j16","Subj: How satisfied are you with your current financial situation?"
"1393","i_j16","Subj:Would you consider the current level of food consumption of your family as:"
"1394","n_j17","Subj:Would you consider the current level of food consumption of your family as:"
"1395","i_j17","Subj:Would you consider the current level of food consumption of your family as:"
"1396","n_j18","Subj:Would you consider the current level of expenditures of your family for foo"
"1397","i_j18","Subj:Would you consider the current level of expenditures of your family for foo"
"1398","n_j19","Subj:Would you consider the current level of expenditures of your family for foo"
"1399","i_j19","Subj:Concern about being able to provide yourself and your family with food/basi"
"1400","n_j20","Subj:Concern about being able to provide yourself and your family with food/basi"
"1401","i_j20","Subj: How satisfied are you with your current financial situation?"
"1402","n_j21","Subj: How satisfied are you with your current financial situation?"
"1403","i_j21","Subj:Would you consider the current level of food consumption of your family as:"
"1404","n_j22","Subj:Would you consider the current level of food consumption of your family as:"
"1405","i_j22","Subj:Would you consider the current level of food consumption of your family as:"
"1406","n_j23","Subj:Would you consider the current level of expenditures of your family for foo"
"1407","i_j23","Subj:Would you consider the current level of expenditures of your family for foo"
"1408","n_j24","Subj:Would you consider the current level of expenditures of your family for foo"
"1409","i_j24","Subj:Concern about being able to provide yourself and your family with food/basi"
"1410","n_j25","Subj:Concern about being able to provide yourself and your family with food/basi"
"1411","i_j25","Subj: How satisfied are you with your current financial situation?"
"1412","n_j26","Subj: How satisfied are you with your current financial situation?"
"1413","i_j26","Subj:Would you consider the current level of food consumption of your family as:"
"1414","n_j27","Subj:Would you consider the current level of food consumption of your family as:"
"1415","i_j27","Subj:Would you consider the current level of food consumption of your family as:"
"1416","n_j28","Subj:Would you consider the current level of expenditures of your family for foo"
"1417","i_j28","Subj:Would you consider the current level of expenditures of your family for foo"
"1418","n_j29","Subj:Would you consider the current level of expenditures of your family for foo"
"1419","i_j29","Subj:Concern about being able to provide yourself and your family with food/basi"
"1420","n_j30","Subj:Concern about being able to provide yourself and your family with food/basi"
"1421","i_j30","Subj: How satisfied are you with your current financial situation?"
"1422","n_j31","Subj: How satisfied are you with your current financial situation?"
"1423","i_j31","Subj:Would you consider the current level of food consumption of your family as:"
"1424","n_j32","Subj:Would you consider the current level of food consumption of your family as:"
"1425","i_j32","Subj:Would you consider the current level of food consumption of your family as:"
"1426","n_j33","Subj:Would you consider the current level of expenditures of your family for foo"
"1427","i_j33","Subj:Would you consider the current level of expenditures of your family for foo"
"1428","n_j34","Subj:Would you consider the current level of expenditures of your family for foo"
"1429","i_j34","Subj:Concern about being able to provide yourself and your family with food/basi"
"1430","n_j35","Subj:Concern about being able to provide yourself and your family with food/basi"
"1431","i_j35","Subj: How satisfied are you with your current financial situation?"
"1432","n_j36","Subj: How satisfied are you with your current financial situation?"
"1433","i_j36","Subj:Would you consider the current level of food consumption of your family as:"
"1434","n_j37","Subj:Would you consider the current level of food consumption of your family as:"
"1435","i_j37","Subj:Would you consider the current level of food consumption of your family as:"
"1436","n_j38","Subj:Would you consider the current level of expenditures of your family for foo"
"1437","i_j38","Subj:Would you consider the current level of expenditures of your family for foo"
"1438","n_j39","Subj:Would you consider the current level of expenditures of your family for foo"
"1439","i_j39","Subj:Concern about being able to provide yourself and your family with food/basi"
"1440","n_j40","Subj:Concern about being able to provide yourself and your family with food/basi"
"1441","i_j40","Subj: How satisfied are you with your current financial situation?"
"1442","n_j41","Subj: How satisfied are you with your current financial situation?"
"1443","i_j41","Subj:Would you consider the current level of food consumption of your family as:"
"1444","n_j42","Subj:Would you consider the current level of food consumption of your family as:"
"1445","i_j42","Subj:Would you consider the current level of food consumption of your family as:"
"1446","n_j43","Subj:Would you consider the current level of expenditures of your family for foo"
"1447","i_j43","Subj:Would you consider the current level of expenditures of your family for foo"
"1448","n_j44","Subj:Would you consider the current level of expenditures of your family for foo"
"1449","i_j44","Subj:Concern about being able to provide yourself and your family with food/basi"
"1450","n_j45","Subj:Concern about being able to provide yourself and your family with food/basi"
"1451","i_j45","Subj: How satisfied are you with your current financial situation?"
"1452","n_l1","Subj: How satisfied are you with your current financial situation?"
"1453","i_l1","Subj:Would you consider the current level of food consumption of your family as:"
"1454","n_l2","Subj:Would you consider the current level of food consumption of your family as:"
"1455","i_l2","Subj:Would you consider the current level of food consumption of your family as:"
"1456","n_l3","Subj:Would you consider the current level of expenditures of your family for foo"
"1457","i_l3","Subj:Would you consider the current level of expenditures of your family for foo"
"1458","n_l4","Subj:Would you consider the current level of expenditures of your family for foo"
"1459","i_l4","Subj:Concern about being able to provide yourself and your family with food/basi"
"1460","n_l7","Subj:Concern about being able to provide yourself and your family with food/basi"
"1461","i_l7","Subj: How satisfied are you with your current financial situation?"
"1462","n_l8","Subj: How satisfied are you with your current financial situation?"
"1463","i_l8","Subj:Would you consider the current level of food consumption of your family as:"
"1464","n_l9","Subj:Would you consider the current level of food consumption of your family as:"
"1465","i_l9","Subj:Would you consider the current level of food consumption of your family as:"
"1466","n_l10","Subj:Would you consider the current level of expenditures of your family for foo"
"1467","i_l10","Subj:Would you consider the current level of expenditures of your family for foo"
"1468","n_l11","Subj:Would you consider the current level of expenditures of your family for foo"
"1469","i_l11","Subj:Concern about being able to provide yourself and your family with food/basi"
"1470","n_l16","Subj:Concern about being able to provide yourself and your family with food/basi"
"1471","i_l16","Subj: How satisfied are you with your current financial situation?"
"1472","n_l19","Subj: How satisfied are you with your current financial situation?"
"1473","i_l19","Subj:Would you consider the current level of food consumption of your family as:"
"1474","n_l22","Subj:Would you consider the current level of food consumption of your family as:"
"1475","i_l22","Subj:Would you consider the current level of food consumption of your family as:"
"1476","n_l23","Subj:Would you consider the current level of expenditures of your family for foo"
"1477","i_l23","Subj:Would you consider the current level of expenditures of your family for foo"
"1478","n_l34","Subj:Would you consider the current level of expenditures of your family for foo"
"1479","i_l34","Subj:Concern about being able to provide yourself and your family with food/basi"
"1480","n_l36","Subj:Concern about being able to provide yourself and your family with food/basi"
"1481","i_l36","Subj: How satisfied are you with your current financial situation?"
"1482","n_l38","Subj: How satisfied are you with your current financial situation?"
"1483","i_l38","Subj:Would you consider the current level of food consumption of your family as:"
"1484","n_l39","Subj:Would you consider the current level of food consumption of your family as:"
"1485","i_l39","Subj:Would you consider the current level of food consumption of your family as:"
"1486","n_l40","Subj:Would you consider the current level of expenditures of your family for foo"
"1487","i_l40","Subj:Would you consider the current level of expenditures of your family for foo"
"1488","n_l41","Subj:Would you consider the current level of expenditures of your family for foo"
"1489","i_l41","Subj:Concern about being able to provide yourself and your family with food/basi"
"1490","n_l42","Subj:Concern about being able to provide yourself and your family with food/basi"
"1491","i_l42","Subj: How satisfied are you with your current financial situation?"
"1492","r_s1","Subj: How satisfied are you with your current financial situation?"
"1493","c_s1","Subj:Would you consider the current level of food consumption of your family as:"
"1494","r_s2","Subj:Would you consider the current level of food consumption of your family as:"
"1495","c_s2","Subj:Would you consider the current level of food consumption of your family as:"
"1496","r_s3","Subj:Would you consider the current level of expenditures of your family for foo"
"1497","c_s3","Subj:Would you consider the current level of expenditures of your family for foo"
"1498","r_s4","Subj:Would you consider the current level of expenditures of your family for foo"
"1499","c_s4","Subj:Concern about being able to provide yourself and your family with food/basi"
"1500","r_s5","Subj:Concern about being able to provide yourself and your family with food/basi"
"1501","c_s5","Subj: How satisfied are you with your current financial situation?"
"1502","r_s6","Subj: How satisfied are you with your current financial situation?"
"1503","c_s6","Subj:Would you consider the current level of food consumption of your family as:"
"1504","r_s7","Subj:Would you consider the current level of food consumption of your family as:"
"1505","c_s7","Subj:Would you consider the current level of food consumption of your family as:"
"1506","r_s8","Subj:Would you consider the current level of expenditures of your family for foo"
"1507","c_s8","Subj:Would you consider the current level of expenditures of your family for foo"
"1508","r_s9","Subj:Would you consider the current level of expenditures of your family for foo"
"1509","c_s9","Subj:Concern about being able to provide yourself and your family with food/basi"
"1510","r_s10","Subj:Concern about being able to provide yourself and your family with food/basi"
"1511","c_s10","Subj: How satisfied are you with your current financial situation?"
"1512","r_s11","Subj: How satisfied are you with your current financial situation?"
"1513","c_s11","Subj:Would you consider the current level of food consumption of your family as:"
"1514","r_s12","Subj:Would you consider the current level of food consumption of your family as:"
"1515","c_s12","Subj:Would you consider the current level of food consumption of your family as:"
"1516","r_s13","Subj:Would you consider the current level of expenditures of your family for foo"
"1517","c_s13","Subj:Would you consider the current level of expenditures of your family for foo"
"1518","r_s14","Subj:Would you consider the current level of expenditures of your family for foo"
"1519","c_s14","Subj:Concern about being able to provide yourself and your family with food/basi"
"1520","r_s15","Subj:Concern about being able to provide yourself and your family with food/basi"
"1521","c_s15","Subj: How satisfied are you with your current financial situation?"
"1522","r_s16","Subj: How satisfied are you with your current financial situation?"
"1523","c_s16","Subj:Would you consider the current level of food consumption of your family as:"
"1524","r_s17","Subj:Would you consider the current level of food consumption of your family as:"
"1525","c_s17","Subj:Would you consider the current level of food consumption of your family as:"
"1526","r_s18","Subj:Would you consider the current level of expenditures of your family for foo"
"1527","c_s18","Subj:Would you consider the current level of expenditures of your family for foo"
"1528","r_s19","Subj:Would you consider the current level of expenditures of your family for foo"
"1529","c_s19","Subj:Concern about being able to provide yourself and your family with food/basi"
"1530","r_q1","Subj:Concern about being able to provide yourself and your family with food/basi"
"1531","c_q1","Subj: How satisfied are you with your current financial situation?"
"1532","r_q2","Subj: How satisfied are you with your current financial situation?"
"1533","c_q2","Subj:Would you consider the current level of food consumption of your family as:"
"1534","r_q3","Subj:Would you consider the current level of food consumption of your family as:"
"1535","c_q3","Subj:Would you consider the current level of food consumption of your family as:"
"1536","r_q4","Subj:Would you consider the current level of expenditures of your family for foo"
"1537","c_q4","Subj:Would you consider the current level of expenditures of your family for foo"
"1538","r_q5","Subj:Would you consider the current level of expenditures of your family for foo"
"1539","c_q5","Subj:Concern about being able to provide yourself and your family with food/basi"
"1540","r_q6","Subj:Concern about being able to provide yourself and your family with food/basi"
"1541","c_q6","Subj: How satisfied are you with your current financial situation?"
"1542","r_q7","Subj: How satisfied are you with your current financial situation?"
"1543","c_q7","Subj:Would you consider the current level of food consumption of your family as:"
"1544","r_q8","Subj:Would you consider the current level of food consumption of your family as:"
"1545","c_q8","Subj:Would you consider the current level of food consumption of your family as:"
"1546","r_q9","Subj:Would you consider the current level of expenditures of your family for foo"
"1547","c_q9","Subj:Would you consider the current level of expenditures of your family for foo"
"1548","r_q10","Subj:Would you consider the current level of expenditures of your family for foo"
"1549","c_q10","Subj:Concern about being able to provide yourself and your family with food/basi"
"1550","r_q11","Subj:Concern about being able to provide yourself and your family with food/basi"
"1551","c_q11","Subj: How satisfied are you with your current financial situation?"
"1552","r_q12","Subj: How satisfied are you with your current financial situation?"
"1553","c_q12","Subj:Would you consider the current level of food consumption of your family as:"
"1554","r_q13","Subj:Would you consider the current level of food consumption of your family as:"
"1555","c_q13","Subj:Would you consider the current level of food consumption of your family as:"
"1556","r_q14","Subj:Would you consider the current level of expenditures of your family for foo"
"1557","c_q14","Subj:Would you consider the current level of expenditures of your family for foo"
"1558","r_q15","Subj:Would you consider the current level of expenditures of your family for foo"
"1559","c_q15","Subj:Concern about being able to provide yourself and your family with food/basi"
"1560","r_q16","Subj:Concern about being able to provide yourself and your family with food/basi"
"1561","c_q16","Subj: How satisfied are you with your current financial situation?"
"1562","r_q17","Subj: How satisfied are you with your current financial situation?"
"1563","c_q17","Subj:Would you consider the current level of food consumption of your family as:"
"1564","r_q18","Subj:Would you consider the current level of food consumption of your family as:"
"1565","c_q18","Subj:Would you consider the current level of food consumption of your family as:"
"1566","r_q19","Subj:Would you consider the current level of expenditures of your family for foo"
"1567","c_q19","Subj:Would you consider the current level of expenditures of your family for foo"
"1568","r_q20","Subj:Would you consider the current level of expenditures of your family for foo"
"1569","c_q20","Subj:Concern about being able to provide yourself and your family with food/basi"
"1570","r_q21","Subj:Concern about being able to provide yourself and your family with food/basi"
"1571","c_q21","Subj: How satisfied are you with your current financial situation?"
"1572","r_q22","Subj: How satisfied are you with your current financial situation?"
"1573","c_q22","Subj:Would you consider the current level of food consumption of your family as:"
"1574","r_q23","Subj:Would you consider the current level of food consumption of your family as:"
"1575","c_q23","Subj:Would you consider the current level of food consumption of your family as:"
"1576","r_q24","Subj:Would you consider the current level of expenditures of your family for foo"
"1577","c_q24","Subj:Would you consider the current level of expenditures of your family for foo"
"1578","r_q25","Subj:Would you consider the current level of expenditures of your family for foo"
"1579","c_q25","Subj:Concern about being able to provide yourself and your family with food/basi"
"1580","r_q26","Subj:Concern about being able to provide yourself and your family with food/basi"
"1581","c_q26","Subj: How satisfied are you with your current financial situation?"
"1582","r_q27","Subj: How satisfied are you with your current financial situation?"
"1583","c_q27","Subj:Would you consider the current level of food consumption of your family as:"
"1584","r_q28","Subj:Would you consider the current level of food consumption of your family as:"
"1585","c_q28","Subj:Would you consider the current level of food consumption of your family as:"
"1586","r_q29","Subj:Would you consider the current level of expenditures of your family for foo"
"1587","c_q29","Subj:Would you consider the current level of expenditures of your family for foo"
"1588","r_q30","Subj:Would you consider the current level of expenditures of your family for foo"
"1589","c_q30","Subj:Concern about being able to provide yourself and your family with food/basi"
"1590","r_q31","Subj:Concern about being able to provide yourself and your family with food/basi"
"1591","c_q31","Subj: How satisfied are you with your current financial situation?"
"1592","r_q32","Subj: How satisfied are you with your current financial situation?"
"1593","c_q32","Subj:Would you consider the current level of food consumption of your family as:"
"1594","r_q33","Subj:Would you consider the current level of food consumption of your family as:"
"1595","c_q33","Subj:Would you consider the current level of food consumption of your family as:"
"1596","r_q34","Subj:Would you consider the current level of expenditures of your family for foo"
"1597","c_q34","Subj:Would you consider the current level of expenditures of your family for foo"
"1598","r_q35","Subj:Would you consider the current level of expenditures of your family for foo"
"1599","c_q35","Subj:Concern about being able to provide yourself and your family with food/basi"
"1600","r_q36","Subj:Concern about being able to provide yourself and your family with food/basi"
"1601","c_q36","Subj: How satisfied are you with your current financial situation?"
"1602","r_q37","Subj: How satisfied are you with your current financial situation?"
"1603","c_q37","Subj:Would you consider the current level of food consumption of your family as:"
"1604","r_q38","Subj:Would you consider the current level of food consumption of your family as:"
"1605","c_q38","Subj:Would you consider the current level of food consumption of your family as:"
"1606","r_q39","Subj:Would you consider the current level of expenditures of your family for foo"
"1607","c_q39","Subj:Would you consider the current level of expenditures of your family for foo"
"1608","r_q40","Subj:Would you consider the current level of expenditures of your family for foo"
"1609","c_q40","Subj:Concern about being able to provide yourself and your family with food/basi"
"1610","r_q41","Subj:Concern about being able to provide yourself and your family with food/basi"
"1611","c_q41","Subj: How satisfied are you with your current financial situation?"
"1612","r_q42","Subj: How satisfied are you with your current financial situation?"
"1613","c_q42","Subj:Would you consider the current level of food consumption of your family as:"
"1614","r_q43","Subj:Would you consider the current level of food consumption of your family as:"
"1615","c_q43","Subj:Would you consider the current level of food consumption of your family as:"
"1616","r_q44","Subj:Would you consider the current level of expenditures of your family for foo"
"1617","c_q44","Subj:Would you consider the current level of expenditures of your family for foo"
"1618","r_q45","Subj:Would you consider the current level of expenditures of your family for foo"
"1619","c_q45","Subj:Concern about being able to provide yourself and your family with food/basi"
"1620","r_q46","Subj:Concern about being able to provide yourself and your family with food/basi"
"1621","c_q46","Subj: How satisfied are you with your current financial situation?"
"1622","r_e1","Subj: How satisfied are you with your current financial situation?"
"1623","c_e1","Subj:Would you consider the current level of food consumption of your family as:"
"1624","r_e3","Subj:Would you consider the current level of food consumption of your family as:"
"1625","c_e3","Subj:Would you consider the current level of food consumption of your family as:"
"1626","r_e4","Subj:Would you consider the current level of expenditures of your family for foo"
"1627","c_e4","Subj:Would you consider the current level of expenditures of your family for foo"
"1628","r_e6","Subj:Would you consider the current level of expenditures of your family for foo"
"1629","c_e6","Subj:Concern about being able to provide yourself and your family with food/basi"
"1630","r_e7","Subj:Concern about being able to provide yourself and your family with food/basi"
"1631","c_e7","Subj: How satisfied are you with your current financial situation?"
"1632","r_e8","Subj: How satisfied are you with your current financial situation?"
"1633","c_e8","Subj:Would you consider the current level of food consumption of your family as:"
"1634","r_e9","Subj:Would you consider the current level of food consumption of your family as:"
"1635","c_e9","Subj:Would you consider the current level of food consumption of your family as:"
"1636","r_e10","Subj:Would you consider the current level of expenditures of your family for foo"
"1637","c_e10","Subj:Would you consider the current level of expenditures of your family for foo"
"1638","r_e11","Subj:Would you consider the current level of expenditures of your family for foo"
"1639","c_e11","Subj:Concern about being able to provide yourself and your family with food/basi"
"1640","r_e12","Subj:Concern about being able to provide yourself and your family with food/basi"
"1641","c_e12","Subj: How satisfied are you with your current financial situation?"
"1642","r_e13","Subj: How satisfied are you with your current financial situation?"
"1643","c_e13","Subj:Would you consider the current level of food consumption of your family as:"
"1644","r_e14","Subj:Would you consider the current level of food consumption of your family as:"
"1645","c_e14","Subj:Would you consider the current level of food consumption of your family as:"
"1646","r_e15","Subj:Would you consider the current level of expenditures of your family for foo"
"1647","c_e15","Subj:Would you consider the current level of expenditures of your family for foo"
"1648","r_e5","Subj:Would you consider the current level of expenditures of your family for foo"
"1649","c_e5","Subj:Concern about being able to provide yourself and your family with food/basi"
"1650","r_o1","Subj:Concern about being able to provide yourself and your family with food/basi"
"1651","c_o1","Subj: How satisfied are you with your current financial situation?"
"1652","r_o2","Subj: How satisfied are you with your current financial situation?"
"1653","c_o2","Subj:Would you consider the current level of food consumption of your family as:"
"1654","r_o3","Subj:Would you consider the current level of food consumption of your family as:"
"1655","c_o3","Subj:Would you consider the current level of food consumption of your family as:"
"1656","r_o4","Subj:Would you consider the current level of expenditures of your family for foo"
"1657","c_o4","Subj:Would you consider the current level of expenditures of your family for foo"
"1658","r_o5","Subj:Would you consider the current level of expenditures of your family for foo"
"1659","c_o5","Subj:Concern about being able to provide yourself and your family with food/basi"
"1660","r_o6","Subj:Concern about being able to provide yourself and your family with food/basi"
"1661","c_o6","Subj: How satisfied are you with your current financial situation?"
"1662","r_o8","Subj: How satisfied are you with your current financial situation?"
"1663","c_o8","Subj:Would you consider the current level of food consumption of your family as:"
"1664","r_o10","Subj:Would you consider the current level of food consumption of your family as:"
"1665","c_o10","Subj:Would you consider the current level of food consumption of your family as:"
"1666","r_o12","Subj:Would you consider the current level of expenditures of your family for foo"
"1667","c_o12","Subj:Would you consider the current level of expenditures of your family for foo"
"1668","r_o13","Subj:Would you consider the current level of expenditures of your family for foo"
"1669","c_o13","Subj:Concern about being able to provide yourself and your family with food/basi"
"1670","r_o15","Subj:Concern about being able to provide yourself and your family with food/basi"
"1671","c_o15","Subj: How satisfied are you with your current financial situation?"
"1672","r_o16","Subj: How satisfied are you with your current financial situation?"
"1673","c_o16","Subj:Would you consider the current level of food consumption of your family as:"
"1674","r_o17","Subj:Would you consider the current level of food consumption of your family as:"
"1675","c_o17","Subj:Would you consider the current level of food consumption of your family as:"
"1676","r_o18","Subj:Would you consider the current level of expenditures of your family for foo"
"1677","c_o18","Subj:Would you consider the current level of expenditures of your family for foo"
"1678","r_o19","Subj:Would you consider the current level of expenditures of your family for foo"
"1679","c_o19","Subj:Concern about being able to provide yourself and your family with food/basi"
"1680","r_o20","Subj:Concern about being able to provide yourself and your family with food/basi"
"1681","c_o20","Subj: How satisfied are you with your current financial situation?"
"1682","r_o21","Subj: How satisfied are you with your current financial situation?"
"1683","c_o21","Subj:Would you consider the current level of food consumption of your family as:"
"1684","r_o22","Subj:Would you consider the current level of food consumption of your family as:"
"1685","c_o22","Subj:Would you consider the current level of food consumption of your family as:"
"1686","r_obs","Subj:Would you consider the current level of expenditures of your family for foo"
"1687","c_obs","Subj:Would you consider the current level of expenditures of your family for foo"
"1688","r_w1","Subj:Would you consider the current level of expenditures of your family for foo"
"1689","c_w1","Subj:Concern about being able to provide yourself and your family with food/basi"
"1690","r_w2","Subj:Concern about being able to provide yourself and your family with food/basi"
"1691","c_w2","Subj: How satisfied are you with your current financial situation?"
"1692","r_w3","Subj: How satisfied are you with your current financial situation?"
"1693","c_w3","Subj:Would you consider the current level of food consumption of your family as:"
"1694","r_w4","Subj:Would you consider the current level of food consumption of your family as:"
"1695","c_w4","Subj:Would you consider the current level of food consumption of your family as:"
"1696","r_w5","Subj:Would you consider the current level of expenditures of your family for foo"
"1697","c_w5","Subj:Would you consider the current level of expenditures of your family for foo"
"1698","r_w6","Subj:Would you consider the current level of expenditures of your family for foo"
"1699","c_w6","Subj:Concern about being able to provide yourself and your family with food/basi"
"1700","r_w7","Subj:Concern about being able to provide yourself and your family with food/basi"
"1701","c_w7","Subj: How satisfied are you with your current financial situation?"
"1702","r_w8","Subj: How satisfied are you with your current financial situation?"
"1703","c_w8","Subj:Would you consider the current level of food consumption of your family as:"
"1704","r_w9","Subj:Would you consider the current level of food consumption of your family as:"
"1705","c_w9","Subj:Would you consider the current level of food consumption of your family as:"
"1706","r_w10","Subj:Would you consider the current level of expenditures of your family for foo"
"1707","c_w10","Subj:Would you consider the current level of expenditures of your family for foo"
"1708","r_w11","Subj:Would you consider the current level of expenditures of your family for foo"
"1709","c_w11","Subj:Concern about being able to provide yourself and your family with food/basi"
"1710","r_w12","Subj:Concern about being able to provide yourself and your family with food/basi"
"1711","c_w12","Subj: How satisfied are you with your current financial situation?"
"1712","r_w15","Subj: How satisfied are you with your current financial situation?"
"1713","c_w15","Subj:Would you consider the current level of food consumption of your family as:"
"1714","r_w16","Subj:Would you consider the current level of food consumption of your family as:"
"1715","c_w16","Subj:Would you consider the current level of food consumption of your family as:"
"1716","r_d1","Subj:Would you consider the current level of expenditures of your family for foo"
"1717","c_d1","Subj:Would you consider the current level of expenditures of your family for foo"
"1718","r_d2","Subj:Would you consider the current level of expenditures of your family for foo"
"1719","c_d2","Subj:Concern about being able to provide yourself and your family with food/basi"
"1720","r_d3","Subj:Concern about being able to provide yourself and your family with food/basi"
"1721","c_d3","Subj: How satisfied are you with your current financial situation?"
"1722","r_d4","Subj: How satisfied are you with your current financial situation?"
"1723","c_d4","Subj:Would you consider the current level of food consumption of your family as:"
"1724","r_d5","Subj:Would you consider the current level of food consumption of your family as:"
"1725","c_d5","Subj:Would you consider the current level of food consumption of your family as:"
"1726","r_d6","Subj:Would you consider the current level of expenditures of your family for foo"
"1727","c_d6","Subj:Would you consider the current level of expenditures of your family for foo"
